company_id	source_type	url	title	discovered_at
aledade	ir_press	https://aledade.com/newsroom/aledade-news/aledade-expands-value-based-care-network-adding-more-than-500-practices-for-2025	Aledade Expands Value-Based Care Network, Adding More Than 500 Practices for 2025	2026-06-08
aledade	ir_press	https://aledade.com/newsroom/aledade-news/value-based-care-network-grows-2026	Aledade Adds a Record 700 New Primary Care Organizations to its Value-Based Care Network for 2026	2026-06-08
aledade	ir_press	https://aledade.com/newsroom/aledade-news/aledade-and-medical-advantage-team-up-to-expand-value-based-care-in-michigan	Aledade and Medical Advantage Team Up To Expand Value-Based Care in Michigan	2026-06-08
aledade	trade_press	https://www.fiercehealthcare.com/providers/aledade-grows-value-based-care-network-3000-primary-care-practices	Aledade grows value-based care network to 3,000 primary care practices	2026-06-08
aledade	trade_press	https://www.fiercehealthcare.com/providers/aledade-closes-500m-credit-facility-fuel-its-growth	Aledade closes $500M credit facility to fuel value-based care expansion	2026-06-08
aledade	trade_press	https://www.businesswire.com/news/home/20251201751473/en/Aledade-Secures-$500-Million-Credit-Facility-from-Ares-to-Support-Growth	Aledade Secures $500 Million Credit Facility from Ares to Support Growth	2026-06-08
aledade	trade_press	https://www.businesswire.com/news/home/20260206329715/en/Aledade-Adds-a-Record-700-New-Primary-Care-Organizations-to-its-Value-Based-Care-Network-for-2026	Aledade Adds a Record 700 New Primary Care Organizations to its Value-Based Care Network for 2026	2026-06-08
aledade	trade_press	https://www.businesswire.com/news/home/20260326742332/en/Aledade-Partners-Achieve-Superior-Hypertension-Control-Outperforming-Large-Health-Systems-in-New-Case-Study	Aledade Partners Achieve Superior Hypertension Control, Outperforming Large Health Systems	2026-06-08
aledade	trade_press	https://www.businesswire.com/news/home/20251208189754/en/Modern-Healthcare-Names-Aledade-CEO-Farzad-Mostashari-One-of-the-100-Most-Influential-People-in-Healthcare-of-2025	Modern Healthcare Names Aledade CEO Farzad Mostashari One of 100 Most Influential in Healthcare	2026-06-08
aledade	trade_press	https://www.businesswire.com/news/home/20251114324821/en/Aledades-2024-Public-Benefit-Report-Demonstrates-Mission-Driven-Health-Care-Impact	Aledades 2024 Public Benefit Report Demonstrates Mission-Driven Health Care Impact	2026-06-08
aledade	trade_press	https://www.digitalhealthnews.com/aledade-adds-700-providers-to-value-based-care-network-as-federal-policy-momentum-builds	Aledade Adds 700 Providers to Value-Based Care Network as Federal Policy Momentum Builds	2026-06-08
aledade	trade_press	https://www.medicaleconomics.com/view/aledade-adds-500-new-primary-care-practices-formalizes-policy-institute	Aledade adds 500 new primary care practices, formalizes policy institute	2026-06-08
aledade	trade_press	https://www.healthcareittoday.com/2025/12/18/farzad-mostasharis-aledade-helps-doctors-get-paid-for-prevention/	Farzad Mostashari's Aledade Helps Doctors Get Paid for Prevention	2026-06-08
aledade	trade_press	https://www.healthcareittoday.com/2026/04/27/aledade-assist-brings-value-based-care-data-into-the-doctors-ehr-workflow/	Aledade Assist Brings Value-Based Care Data Into the Doctor's EHR Workflow	2026-06-08
aledade	trade_press	https://www.hcinnovationgroup.com/policy-value-based-care/article/55315096/dr-mostashari-the-aledade-mssp-acos-are-thriving	Dr. Mostashari: The Aledade MSSP ACOs Are Thriving	2026-06-08
aledade	trade_press	https://www.hcinnovationgroup.com/policy-value-based-care/article/55264008/aledades-chief-policy-officer-on-advocacy-for-alternative-payment-models	Aledade's Chief Policy Officer on Advocacy for Alternative Payment Models	2026-06-08
aledade	news	https://www.globenewswire.com/news-release/2025/02/11/3024550/0/en/Aledade-Expands-Value-Based-Care-Network-Adding-More-Than-500-Practices-for-2025.html	Aledade Expands Value-Based Care Network, Adding More Than 500 Practices for 2025	2026-06-08
aledade	news	https://www.globenewswire.com/news-release/2025/01/16/3011129/0/en/Aledade-Launches-Policy-Institute-to-Shape-Value-Based-Care-Transformation.html	Aledade Launches Policy Institute to Shape Value-Based Care Transformation	2026-06-08
aledade	news	https://finance.yahoo.com/news/aledade-announces-credit-facility-500m-121212783.html	Aledade announces credit facility of $500m to support growth	2026-06-08
aledade	news	https://finance.yahoo.com/news/aledade-adds-record-700-primary-152500219.html	Aledade Adds a Record 700 New Primary Care Organizations to its Value-Based Care Network for 2026	2026-06-08
aledade	conference	https://www.whcbc.org/pulse/aligning-incentives-for-better-care-a-conversation-with-farzad-mostashari-co-founder-and-ceo-of-aledade/	Aligning Incentives for Better Care: Farzad Mostashari at Wharton Health Care Business Conference	2026-06-08
aledade	news	https://aledade.com/value-based-care-resources/aco-show-podcasts/road-show-reflections-2025-farzad-mostashari	Episode 191 Road Show Reflections with Farzad Mostashari, M.D. and Mat Kendall	2026-06-08
aledade	news	https://aledade.com/value-based-care-resources/aco-show-podcasts/cmmi-strategy-abe-sutton	Breaking down CMMI's new strategy with Abe Sutton and Farzad Mostashari	2026-06-08
aledade	news	https://www.healthaffairs.org/do/10.1377/hp20250508.218166/	Podcast: What's On Farzad Mostashari's Mind for Health Policy	2026-06-08
aledade	news	https://www.azarahealthcare.com/press/aledade-and-azara-healthcare-partner-to-strengthen-support-to-community-health-centers	Aledade and Azara Healthcare Partner to Strengthen Support to Community Health Centers	2026-06-08
